analysis,label,pathway,n_genes_in_model,cohens_d,null_mean_abs_d,null_q95_abs_d,p_empirical,p_floor,n_draws,model
temporal_pooled,Fibroblast,Protein folding/ Translation (plum1),21,-0.5921856898970296,1.7502900822937324,4.398342823019699,0.7866108786610879,0.0010460251046025104,955,scaled
temporal_pooled,Fibroblast,Protein processing in ER/ UPR (darkslateblue),23,4.9912210916864925,1.7870116002782892,4.536314215972706,0.03662258392675483,0.001017293997965412,982,scaled
temporal_pooled,Fibroblast,VEGF signaling (sienna3),45,1.2476946683672834,1.7551613193611393,4.415597705135895,0.562,0.001,999,scaled
temporal_pooled,Fibroblast,mRNA splicing (darkred),79,-1.324957338032647,1.8314280638846168,4.725653262685922,0.5604395604395604,0.000999000999000999,1000,scaled
temporal_pooled,Keratinocyte,Adaptive immunity/ T cell signaling (darkgreen),73,1.5889380527720913,1.107626097545337,2.778060058753114,0.24975024975024976,0.000999000999000999,1000,scaled
temporal_pooled,Keratinocyte,Cell cycle/ DNA replication (green),117,3.8810263538669516,1.151621411865225,2.622708415419488,0.008991008991008992,0.000999000999000999,1000,scaled
temporal_pooled,Keratinocyte,Chromatin modification (orange),169,1.2726132492688924,1.1459022309411024,2.6510034100052673,0.3986013986013986,0.000999000999000999,1000,scaled
temporal_pooled,Keratinocyte,ECM organization/ EMT (brown4),75,-1.819997006613638,1.1090937914605226,2.6401281785463695,0.17082917082917082,0.000999000999000999,1000,scaled
temporal_pooled,Keratinocyte,Fatty acid metabolism/ Peroxisome (ivory),20,-2.447558691424791,1.165740095359972,2.5894600478590126,0.06756756756756757,0.0010395010395010396,961,scaled
temporal_pooled,Keratinocyte,Innate immunity/ Inflammation (turquoise),238,-0.22443721335025524,1.1200409490283294,2.7415693569598614,0.8931068931068931,0.000999000999000999,1000,scaled
temporal_pooled,Keratinocyte,Interferon signaling (darkmagenta),45,0.400094114706898,1.1176735826978041,2.583600691499409,0.793,0.001,999,scaled
temporal_pooled,Keratinocyte,Mitochondrial translation/ OxPhos (pink),186,1.7214224691621711,1.1505132665704323,2.803941124422605,0.23476523476523475,0.000999000999000999,1000,scaled
temporal_pooled,Keratinocyte,Muscle contraction/ Cytoskeleton/ Glycolysis (blue),92,0.5185657923200206,1.152329485998849,2.7015869667091965,0.7372627372627373,0.000999000999000999,1000,scaled
temporal_pooled,Keratinocyte,OxPhos/ Heme metabolism (white),65,1.7111291498112966,1.1820236518095786,2.699613970514716,0.232,0.001,999,scaled
temporal_pooled,Keratinocyte,Protein folding/ Translation (plum1),21,-1.6805160967463857,1.1150150804353116,2.625578869268473,0.2222222222222222,0.0010384215991692627,962,scaled
temporal_pooled,Keratinocyte,Protein processing in ER/ UPR (darkslateblue),23,0.9352836162972694,1.0734073275799245,2.518366446890031,0.509683995922528,0.0010193679918450561,980,scaled
temporal_pooled,Keratinocyte,VEGF signaling (sienna3),45,0.13861467728025453,1.1574878337072212,2.7761871518034242,0.9370629370629371,0.000999000999000999,1000,scaled
temporal_pooled,Keratinocyte,mRNA splicing (darkred),79,1.2274896964200759,1.1314717947865334,2.719389387893168,0.4015984015984016,0.000999000999000999,1000,scaled
temporal_pooled,Melanocyte,Adaptive immunity/ T cell signaling (darkgreen),73,-5.022507367371351,1.8578874265766316,4.777839740212388,0.04095904095904096,0.000999000999000999,1000,scaled
temporal_pooled,Melanocyte,Cell cycle/ DNA replication (green),117,-0.9964148417829068,2.009371449342275,4.979562654001713,0.6973026973026973,0.000999000999000999,1000,scaled
temporal_pooled,Melanocyte,Chromatin modification (orange),169,-4.692112155409354,2.081883116482347,5.575046727138029,0.08391608391608392,0.000999000999000999,1000,scaled
temporal_pooled,Melanocyte,ECM organization/ EMT (brown4),75,0.8802930480089783,2.021700495530066,5.256532159778757,0.7212787212787213,0.000999000999000999,1000,scaled
temporal_pooled,Melanocyte,Fatty acid metabolism/ Peroxisome (ivory),20,-1.1012399288266057,1.8464984445772434,4.63573473971862,0.6039707419017764,0.0010449320794148381,956,scaled
temporal_pooled,Melanocyte,Innate immunity/ Inflammation (turquoise),238,0.6696680726404464,1.889443532273532,4.740154320192835,0.7622377622377622,0.000999000999000999,1000,scaled
temporal_pooled,Melanocyte,Interferon signaling (darkmagenta),45,-1.1653448947934137,1.8902354063373512,4.6818832266595924,0.613,0.001,999,scaled
temporal_pooled,Melanocyte,Mitochondrial translation/ OxPhos (pink),186,-0.9659039512015399,2.0608423742910236,5.481814844549024,0.6903096903096904,0.000999000999000999,1000,scaled
temporal_pooled,Melanocyte,Muscle contraction/ Cytoskeleton/ Glycolysis (blue),92,-0.549874575827913,2.0123253417260725,5.518354655478051,0.8021978021978022,0.000999000999000999,1000,scaled
temporal_pooled,Melanocyte,OxPhos/ Heme metabolism (white),65,0.019253623947406002,1.958002784756513,4.879143583351317,0.995,0.001,999,scaled
temporal_pooled,Melanocyte,Protein folding/ Translation (plum1),21,-4.61860971052469,1.8359203608288703,4.823792272621149,0.0550935550935551,0.0010395010395010396,961,scaled
temporal_pooled,Melanocyte,Protein processing in ER/ UPR (darkslateblue),23,2.7057975062260033,1.8917939171339988,4.903873267140709,0.2288911495422177,0.001017293997965412,982,scaled
temporal_pooled,Melanocyte,VEGF signaling (sienna3),45,3.8634439850703886,1.9242541195636313,5.095131801990817,0.1028971028971029,0.000999000999000999,1000,scaled
temporal_pooled,Melanocyte,mRNA splicing (darkred),79,-2.6151956188875713,1.9006666887791899,4.842326682793605,0.24775224775224775,0.000999000999000999,1000,scaled
meta_analysis,CICQ,Adaptive immunity/ T cell signaling (darkgreen),73,-0.5116271266201067,0.7036619043504737,1.7705255259145039,0.5324675324675324,0.000999000999000999,1000,yugene
meta_analysis,CICQ,Cell cycle/ DNA replication (green),117,-0.5343405003711121,0.717582693301445,1.783729686437165,0.5434565434565435,0.000999000999000999,1000,yugene
meta_analysis,CICQ,Chromatin modification (orange),169,0.288742266647175,0.7349830556722953,1.7428989091594567,0.7532467532467533,0.000999000999000999,1000,yugene
meta_analysis,CICQ,ECM organization/ EMT (brown4),75,0.7112978977247412,0.7026143233932756,1.7126957791736905,0.4195804195804196,0.000999000999000999,1000,yugene
