external_id,study,sra.study_title,sra.library_layout,sra.platform_model,recount_project.organism,study.1,sra.study_title.1,sra.library_layout.1,sra.platform_model.1,recount_project.organism.1,cell_line,cell_line_assubmitted,sra,study_title,abstract,sample_title,platform,full_attributes,attributes,geo,label,cell_state,cell_substate,Induction_details,time_after_treatment,genetic_manipulations,immortalised,cell_type,tissue,cancer_cell_line,cq_test,immortalisation_evidence
SRR7516121,SRP153205,Genome wide mapping of polyadenylation sites in proliferating and contact-inhibited cells and cells with knockdown of cleavage and polyadenylation factors,single,Illumina HiSeq 2500,Homo sapiens,SRP153205,Genome wide mapping of polyadenylation sites in proliferating and contact-inhibited cells and cells with knockdown of cleavage and polyadenylation factors,single,Illumina HiSeq 2500,Homo sapiens,HDF 12-1,Primary,SRP153205,Genome wide mapping of polyadenylation sites in proliferating and contact-inhibited cells and cells with knockdown of cleavage and polyadenylation factors,"Purpose: Quiescence is a state of reversible cell cycle exit. Levels of polyadenylation factors decreases when proliferating cells become quiescent.  The goals of this study are to determine the differential use of polyadenylation sites (changes in alternative polyadenylation) in quiescent vs. proliferating cells and also upon knockdown of polyadenylation factors. Methods: Two biological replicates of human dermal fibroblasts (12-1 and 12-3) were used for polyadeylation-site enriched RNA-seq on an Illumina HiSeq 2500 to compare quiescent vs. proliferating cells and polyadenylation factor knockdown vs. control cells. The reads were aligned to the human genome (hg19) uisng Tophat (2.0.14). The resulting bam files were used as an input to a python script provided by Gruber et al. (PMID: 27382025) to determine the counts for each polyadenylation site. Results: We observed a shift toward greater use of distal polyadenylation sites when the fibroblasts entered quiescence. We observed significant overlap between the genes that shift to greater distal site use with quiescence and CstF-64 or CPSF73 knockdown. Conclusions: The shift to greater distal site use with quiescence may reflect in part the reduced levels of cleavage and polyadenylation factors. Overall design: Perform polyadenylation site-enriched RNA-Seq on: (1) two biological replicates of proliferating and quiescent (contact-inhibited) cells, and (2) two biological replicates of control and polyadenylation factor (CstF64, CPSF73 or CFIm25) knockdown cells.",GSM3267561: P_12_3; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell growth conditions;;proliferating cells|cell type;;human dermal fibroblasts|source_name;;human dermal fibroblasts|strain;;12-3|tissue;;Foreskin|treatment;;no treatment,GEO Accession;;GSM3267561,GSM3267561,P_12_3,Proliferating,Proliferating,,,,no,Fibroblast,Foreskin,no,Proliferating,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR7516122,SRP153205,Genome wide mapping of polyadenylation sites in proliferating and contact-inhibited cells and cells with knockdown of cleavage and polyadenylation factors,single,Illumina HiSeq 2500,Homo sapiens,SRP153205,Genome wide mapping of polyadenylation sites in proliferating and contact-inhibited cells and cells with knockdown of cleavage and polyadenylation factors,single,Illumina HiSeq 2500,Homo sapiens,HDF 12-1,Primary,SRP153205,Genome wide mapping of polyadenylation sites in proliferating and contact-inhibited cells and cells with knockdown of cleavage and polyadenylation factors,"Purpose: Quiescence is a state of reversible cell cycle exit. Levels of polyadenylation factors decreases when proliferating cells become quiescent.  The goals of this study are to determine the differential use of polyadenylation sites (changes in alternative polyadenylation) in quiescent vs. proliferating cells and also upon knockdown of polyadenylation factors. Methods: Two biological replicates of human dermal fibroblasts (12-1 and 12-3) were used for polyadeylation-site enriched RNA-seq on an Illumina HiSeq 2500 to compare quiescent vs. proliferating cells and polyadenylation factor knockdown vs. control cells. The reads were aligned to the human genome (hg19) uisng Tophat (2.0.14). The resulting bam files were used as an input to a python script provided by Gruber et al. (PMID: 27382025) to determine the counts for each polyadenylation site. Results: We observed a shift toward greater use of distal polyadenylation sites when the fibroblasts entered quiescence. We observed significant overlap between the genes that shift to greater distal site use with quiescence and CstF-64 or CPSF73 knockdown. Conclusions: The shift to greater distal site use with quiescence may reflect in part the reduced levels of cleavage and polyadenylation factors. Overall design: Perform polyadenylation site-enriched RNA-Seq on: (1) two biological replicates of proliferating and quiescent (contact-inhibited) cells, and (2) two biological replicates of control and polyadenylation factor (CstF64, CPSF73 or CFIm25) knockdown cells.",GSM3267562: Q_12_1; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell growth conditions;;quiescent cells (contact-inhibited for 7 days)|cell type;;human dermal fibroblasts|source_name;;human dermal fibroblasts|strain;;12-1|tissue;;Foreskin|treatment;;no treatment,GEO Accession;;GSM3267562,GSM3267562,Q_12_1,CQ,Contact_inhibited CQ,7 days,,,no,Fibroblast,Foreskin,no,CQ,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR7516123,SRP153205,Genome wide mapping of polyadenylation sites in proliferating and contact-inhibited cells and cells with knockdown of cleavage and polyadenylation factors,single,Illumina HiSeq 2500,Homo sapiens,SRP153205,Genome wide mapping of polyadenylation sites in proliferating and contact-inhibited cells and cells with knockdown of cleavage and polyadenylation factors,single,Illumina HiSeq 2500,Homo sapiens,HDF 12-1,Primary,SRP153205,Genome wide mapping of polyadenylation sites in proliferating and contact-inhibited cells and cells with knockdown of cleavage and polyadenylation factors,"Purpose: Quiescence is a state of reversible cell cycle exit. Levels of polyadenylation factors decreases when proliferating cells become quiescent.  The goals of this study are to determine the differential use of polyadenylation sites (changes in alternative polyadenylation) in quiescent vs. proliferating cells and also upon knockdown of polyadenylation factors. Methods: Two biological replicates of human dermal fibroblasts (12-1 and 12-3) were used for polyadeylation-site enriched RNA-seq on an Illumina HiSeq 2500 to compare quiescent vs. proliferating cells and polyadenylation factor knockdown vs. control cells. The reads were aligned to the human genome (hg19) uisng Tophat (2.0.14). The resulting bam files were used as an input to a python script provided by Gruber et al. (PMID: 27382025) to determine the counts for each polyadenylation site. Results: We observed a shift toward greater use of distal polyadenylation sites when the fibroblasts entered quiescence. We observed significant overlap between the genes that shift to greater distal site use with quiescence and CstF-64 or CPSF73 knockdown. Conclusions: The shift to greater distal site use with quiescence may reflect in part the reduced levels of cleavage and polyadenylation factors. Overall design: Perform polyadenylation site-enriched RNA-Seq on: (1) two biological replicates of proliferating and quiescent (contact-inhibited) cells, and (2) two biological replicates of control and polyadenylation factor (CstF64, CPSF73 or CFIm25) knockdown cells.",GSM3267563: Q_12_3; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell growth conditions;;quiescent cells (contact-inhibited for 7 days)|cell type;;human dermal fibroblasts|source_name;;human dermal fibroblasts|strain;;12-3|tissue;;Foreskin|treatment;;no treatment,GEO Accession;;GSM3267563,GSM3267563,Q_12_3,CQ,Contact_inhibited CQ,7 days,,,no,Fibroblast,Foreskin,no,CQ,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR627536,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.",paired,Illumina HiSeq 2000,Homo sapiens,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.",paired,Illumina HiSeq 2000,Homo sapiens,BJ-hTERT,BJ hTERT,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.","We applied in parallel RNA-Seq and Ribosome-profiling analyses to immortalized human primary BJ fibroblast cells under the following conditions: normal proliferation, quiescence (induced by serum depletion), senescence (induced by activation of the oncogenic RASG12V gene, and examined at early (5 days; pre-senescent state) and late (14 days; fully senescent state) time points), and neoplastic transformation (induced by RASG12V in the background of stable p53 and p16INK4A knockdowns and SV40 small-T expression. Overall design: RNA-seq, using Illumina HiSeq 2000, was applied to BJ cells under 5 conditions: proliferation, quiescence, pre-senescence, full-senescence, and transfomed. Ribosome profiling, using Illumina HiSeq 2000, was applied to BJ cells under 5 conditions: proliferation, quiescence, pre-senescence, full-senescence, and transfomed.",GSM1041191: C1.rna; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,"cell line;;BJ cells|condition;;Proliferation, normal conditions|source_name;;Immortalized primary fibroblasts",GEO Accession;;GSM1041191,GSM1041191,C1.rna,Proliferating,Proliferating,,,,yes,Fibroblast,Foreskin,no,Proliferating,Sample_growth_protocol: 'Immortalized human BJ primary fibroblast cells (by hTERT expression)'
SRR627537,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.",paired,Illumina HiSeq 2000,Homo sapiens,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.",paired,Illumina HiSeq 2000,Homo sapiens,BJ-hTERT,BJ hTERT,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.","We applied in parallel RNA-Seq and Ribosome-profiling analyses to immortalized human primary BJ fibroblast cells under the following conditions: normal proliferation, quiescence (induced by serum depletion), senescence (induced by activation of the oncogenic RASG12V gene, and examined at early (5 days; pre-senescent state) and late (14 days; fully senescent state) time points), and neoplastic transformation (induced by RASG12V in the background of stable p53 and p16INK4A knockdowns and SV40 small-T expression. Overall design: RNA-seq, using Illumina HiSeq 2000, was applied to BJ cells under 5 conditions: proliferation, quiescence, pre-senescence, full-senescence, and transfomed. Ribosome profiling, using Illumina HiSeq 2000, was applied to BJ cells under 5 conditions: proliferation, quiescence, pre-senescence, full-senescence, and transfomed.",GSM1041192: C2.rna; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,"cell line;;BJ cells|condition;;Proliferation, normal conditions|source_name;;Immortalized primary fibroblasts",GEO Accession;;GSM1041192,GSM1041192,C2.rna,Proliferating,Proliferating,,,,yes,Fibroblast,Foreskin,no,Proliferating,Sample_growth_protocol: 'Immortalized human BJ primary fibroblast cells (by hTERT expression)'
SRR627538,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.",paired,Illumina HiSeq 2000,Homo sapiens,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.",paired,Illumina HiSeq 2000,Homo sapiens,BJ-hTERT,BJ hTERT,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.","We applied in parallel RNA-Seq and Ribosome-profiling analyses to immortalized human primary BJ fibroblast cells under the following conditions: normal proliferation, quiescence (induced by serum depletion), senescence (induced by activation of the oncogenic RASG12V gene, and examined at early (5 days; pre-senescent state) and late (14 days; fully senescent state) time points), and neoplastic transformation (induced by RASG12V in the background of stable p53 and p16INK4A knockdowns and SV40 small-T expression. Overall design: RNA-seq, using Illumina HiSeq 2000, was applied to BJ cells under 5 conditions: proliferation, quiescence, pre-senescence, full-senescence, and transfomed. Ribosome profiling, using Illumina HiSeq 2000, was applied to BJ cells under 5 conditions: proliferation, quiescence, pre-senescence, full-senescence, and transfomed.",GSM1041193: Q1.rna; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell line;;BJ cells|condition;;Quiescence induced by serum depletion|source_name;;Immortalized primary fibroblasts,GEO Accession;;GSM1041193,GSM1041193,Q1.rna,CQ,Serum_starved CQ,serum-starved,,,yes,Fibroblast,Foreskin,no,CQ,Sample_growth_protocol: 'Immortalized human BJ primary fibroblast cells (by hTERT expression)'
SRR627539,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.",paired,Illumina HiSeq 2000,Homo sapiens,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.",paired,Illumina HiSeq 2000,Homo sapiens,BJ-hTERT,BJ hTERT,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.","We applied in parallel RNA-Seq and Ribosome-profiling analyses to immortalized human primary BJ fibroblast cells under the following conditions: normal proliferation, quiescence (induced by serum depletion), senescence (induced by activation of the oncogenic RASG12V gene, and examined at early (5 days; pre-senescent state) and late (14 days; fully senescent state) time points), and neoplastic transformation (induced by RASG12V in the background of stable p53 and p16INK4A knockdowns and SV40 small-T expression. Overall design: RNA-seq, using Illumina HiSeq 2000, was applied to BJ cells under 5 conditions: proliferation, quiescence, pre-senescence, full-senescence, and transfomed. Ribosome profiling, using Illumina HiSeq 2000, was applied to BJ cells under 5 conditions: proliferation, quiescence, pre-senescence, full-senescence, and transfomed.",GSM1041194: Q2.rna; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell line;;BJ cells|condition;;Quiescence induced by serum depletion|source_name;;Immortalized primary fibroblasts,GEO Accession;;GSM1041194,GSM1041194,Q2.rna,CQ,Serum_starved CQ,serum-starved,,,yes,Fibroblast,Foreskin,no,CQ,Sample_growth_protocol: 'Immortalized human BJ primary fibroblast cells (by hTERT expression)'
SRR627542,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.",single,Illumina HiSeq 2000,Homo sapiens,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.",single,Illumina HiSeq 2000,Homo sapiens,BJ-hTERT,BJ hTERT,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.","We applied in parallel RNA-Seq and Ribosome-profiling analyses to immortalized human primary BJ fibroblast cells under the following conditions: normal proliferation, quiescence (induced by serum depletion), senescence (induced by activation of the oncogenic RASG12V gene, and examined at early (5 days; pre-senescent state) and late (14 days; fully senescent state) time points), and neoplastic transformation (induced by RASG12V in the background of stable p53 and p16INK4A knockdowns and SV40 small-T expression. Overall design: RNA-seq, using Illumina HiSeq 2000, was applied to BJ cells under 5 conditions: proliferation, quiescence, pre-senescence, full-senescence, and transfomed. Ribosome profiling, using Illumina HiSeq 2000, was applied to BJ cells under 5 conditions: proliferation, quiescence, pre-senescence, full-senescence, and transfomed.",GSM1041197: C3.rna; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,"cell line;;BJ cells|condition;;Proliferation, normal conditions|source_name;;Immortalized primary fibroblasts",GEO Accession;;GSM1041197,GSM1041197,C3.rna,Proliferating,Proliferating,,,,yes,Fibroblast,Foreskin,no,Proliferating,Sample_growth_protocol: 'Immortalized human BJ primary fibroblast cells (by hTERT expression)'
SRR5859249,SRP113324,Transcriptomic analysis of senescent cells upon PTBP1 knockdown.,paired,Illumina HiSeq 2500,Homo sapiens,SRP113324,Transcriptomic analysis of senescent cells upon PTBP1 knockdown.,paired,Illumina HiSeq 2500,Homo sapiens,IMR90 ER:RAS,IMR-90,SRP113324,Transcriptomic analysis of senescent cells upon PTBP1 knockdown.,"IMR90 ER:RAS cells were stably transduced with either an empty vector or 2 deconvoluted shRNAs targeting PTBP1. Following selection with puromycin, the cells were treated with 4OHT to induce senescence. 6 days later the cells were collected for total mRNA analysis. PTBP1 is a regulator of alternative splicing. Our previous experiments had shown that PTBP1 depletion inhibits the expression of pro-inflammatory genes without affecting other senescence-associated phenotypes. By performing RNA-seq we confirmed those observations at a global level and analysed how PTBP1 knockdown alters alternative splicing as a potential mechanism of action. Overall design: 4 conditions were examined: proliferating cells (Vector), senescent cells (Vector + 4OHT), senescent cells expresssing an shRNA targeting PTBP1 (shPTBP1_53 + 4OHT) and senescent cells expressing a different shRNA targeting PTBP1 (shPTBP1_86 + 4OHT).",GSM2714454: Vector Replicate 1; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,days after 4oht induction;;6|imr90 passage;;15|source_name;;IMR90 ER:RAS|state;;proliferating|transduction;;empty pGIPz vector,GEO Accession;;GSM2714454,GSM2714454,Vector Replicate 1,Proliferating,Proliferating,,,empty pGIPz vector + HRASG12V,no,Fibroblast,Lung,no,Proliferating,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR5859250,SRP113324,Transcriptomic analysis of senescent cells upon PTBP1 knockdown.,paired,Illumina HiSeq 2500,Homo sapiens,SRP113324,Transcriptomic analysis of senescent cells upon PTBP1 knockdown.,paired,Illumina HiSeq 2500,Homo sapiens,IMR90 ER:RAS,IMR-90,SRP113324,Transcriptomic analysis of senescent cells upon PTBP1 knockdown.,"IMR90 ER:RAS cells were stably transduced with either an empty vector or 2 deconvoluted shRNAs targeting PTBP1. Following selection with puromycin, the cells were treated with 4OHT to induce senescence. 6 days later the cells were collected for total mRNA analysis. PTBP1 is a regulator of alternative splicing. Our previous experiments had shown that PTBP1 depletion inhibits the expression of pro-inflammatory genes without affecting other senescence-associated phenotypes. By performing RNA-seq we confirmed those observations at a global level and analysed how PTBP1 knockdown alters alternative splicing as a potential mechanism of action. Overall design: 4 conditions were examined: proliferating cells (Vector), senescent cells (Vector + 4OHT), senescent cells expresssing an shRNA targeting PTBP1 (shPTBP1_53 + 4OHT) and senescent cells expressing a different shRNA targeting PTBP1 (shPTBP1_86 + 4OHT).",GSM2714455: Vector + 4OHT Replicate 1; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,days after 4oht induction;;6|imr90 passage;;15|source_name;;IMR90 ER:RAS|state;;senescent|transduction;;empty pGIPz vector,GEO Accession;;GSM2714455,GSM2714455,Vector + 4OHT Replicate 1,CS,Oncogene-induced CS,100 nM 4OHT for 6 days,6 days,empty pGIPz vector + HRASG12V,no,Fibroblast,Lung,no,Oncogene-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR5859253,SRP113324,Transcriptomic analysis of senescent cells upon PTBP1 knockdown.,paired,Illumina HiSeq 2500,Homo sapiens,SRP113324,Transcriptomic analysis of senescent cells upon PTBP1 knockdown.,paired,Illumina HiSeq 2500,Homo sapiens,IMR90 ER:RAS,IMR-90,SRP113324,Transcriptomic analysis of senescent cells upon PTBP1 knockdown.,"IMR90 ER:RAS cells were stably transduced with either an empty vector or 2 deconvoluted shRNAs targeting PTBP1. Following selection with puromycin, the cells were treated with 4OHT to induce senescence. 6 days later the cells were collected for total mRNA analysis. PTBP1 is a regulator of alternative splicing. Our previous experiments had shown that PTBP1 depletion inhibits the expression of pro-inflammatory genes without affecting other senescence-associated phenotypes. By performing RNA-seq we confirmed those observations at a global level and analysed how PTBP1 knockdown alters alternative splicing as a potential mechanism of action. Overall design: 4 conditions were examined: proliferating cells (Vector), senescent cells (Vector + 4OHT), senescent cells expresssing an shRNA targeting PTBP1 (shPTBP1_53 + 4OHT) and senescent cells expressing a different shRNA targeting PTBP1 (shPTBP1_86 + 4OHT).",GSM2714458: Vector Replicate 2; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,days after 4oht induction;;6|imr90 passage;;15|source_name;;IMR90 ER:RAS|state;;proliferating|transduction;;empty pGIPz vector,GEO Accession;;GSM2714458,GSM2714458,Vector Replicate 2,Proliferating,Proliferating,,,empty pGIPz vector + HRASG12V,no,Fibroblast,Lung,no,Proliferating,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR5859254,SRP113324,Transcriptomic analysis of senescent cells upon PTBP1 knockdown.,paired,Illumina HiSeq 2500,Homo sapiens,SRP113324,Transcriptomic analysis of senescent cells upon PTBP1 knockdown.,paired,Illumina HiSeq 2500,Homo sapiens,IMR90 ER:RAS,IMR-90,SRP113324,Transcriptomic analysis of senescent cells upon PTBP1 knockdown.,"IMR90 ER:RAS cells were stably transduced with either an empty vector or 2 deconvoluted shRNAs targeting PTBP1. Following selection with puromycin, the cells were treated with 4OHT to induce senescence. 6 days later the cells were collected for total mRNA analysis. PTBP1 is a regulator of alternative splicing. Our previous experiments had shown that PTBP1 depletion inhibits the expression of pro-inflammatory genes without affecting other senescence-associated phenotypes. By performing RNA-seq we confirmed those observations at a global level and analysed how PTBP1 knockdown alters alternative splicing as a potential mechanism of action. Overall design: 4 conditions were examined: proliferating cells (Vector), senescent cells (Vector + 4OHT), senescent cells expresssing an shRNA targeting PTBP1 (shPTBP1_53 + 4OHT) and senescent cells expressing a different shRNA targeting PTBP1 (shPTBP1_86 + 4OHT).",GSM2714459: Vector + 4OHT Replicate 2; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,days after 4oht induction;;6|imr90 passage;;15|source_name;;IMR90 ER:RAS|state;;senescent|transduction;;empty pGIPz vector,GEO Accession;;GSM2714459,GSM2714459,Vector + 4OHT Replicate 2,CS,Oncogene-induced CS,100 nM 4OHT for 6 days,6 days,empty pGIPz vector + HRASG12V,no,Fibroblast,Lung,no,Oncogene-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR5859257,SRP113324,Transcriptomic analysis of senescent cells upon PTBP1 knockdown.,paired,Illumina HiSeq 2500,Homo sapiens,SRP113324,Transcriptomic analysis of senescent cells upon PTBP1 knockdown.,paired,Illumina HiSeq 2500,Homo sapiens,IMR90 ER:RAS,IMR-90,SRP113324,Transcriptomic analysis of senescent cells upon PTBP1 knockdown.,"IMR90 ER:RAS cells were stably transduced with either an empty vector or 2 deconvoluted shRNAs targeting PTBP1. Following selection with puromycin, the cells were treated with 4OHT to induce senescence. 6 days later the cells were collected for total mRNA analysis. PTBP1 is a regulator of alternative splicing. Our previous experiments had shown that PTBP1 depletion inhibits the expression of pro-inflammatory genes without affecting other senescence-associated phenotypes. By performing RNA-seq we confirmed those observations at a global level and analysed how PTBP1 knockdown alters alternative splicing as a potential mechanism of action. Overall design: 4 conditions were examined: proliferating cells (Vector), senescent cells (Vector + 4OHT), senescent cells expresssing an shRNA targeting PTBP1 (shPTBP1_53 + 4OHT) and senescent cells expressing a different shRNA targeting PTBP1 (shPTBP1_86 + 4OHT).",GSM2714462: Vector Replicate 3; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,days after 4oht induction;;6|imr90 passage;;15|source_name;;IMR90 ER:RAS|state;;proliferating|transduction;;empty pGIPz vector,GEO Accession;;GSM2714462,GSM2714462,Vector Replicate 3,Proliferating,Proliferating,,,empty pGIPz vector + HRASG12V,no,Fibroblast,Lung,no,Proliferating,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR5859258,SRP113324,Transcriptomic analysis of senescent cells upon PTBP1 knockdown.,paired,Illumina HiSeq 2500,Homo sapiens,SRP113324,Transcriptomic analysis of senescent cells upon PTBP1 knockdown.,paired,Illumina HiSeq 2500,Homo sapiens,IMR90 ER:RAS,IMR-90,SRP113324,Transcriptomic analysis of senescent cells upon PTBP1 knockdown.,"IMR90 ER:RAS cells were stably transduced with either an empty vector or 2 deconvoluted shRNAs targeting PTBP1. Following selection with puromycin, the cells were treated with 4OHT to induce senescence. 6 days later the cells were collected for total mRNA analysis. PTBP1 is a regulator of alternative splicing. Our previous experiments had shown that PTBP1 depletion inhibits the expression of pro-inflammatory genes without affecting other senescence-associated phenotypes. By performing RNA-seq we confirmed those observations at a global level and analysed how PTBP1 knockdown alters alternative splicing as a potential mechanism of action. Overall design: 4 conditions were examined: proliferating cells (Vector), senescent cells (Vector + 4OHT), senescent cells expresssing an shRNA targeting PTBP1 (shPTBP1_53 + 4OHT) and senescent cells expressing a different shRNA targeting PTBP1 (shPTBP1_86 + 4OHT).",GSM2714463: Vector + 4OHT Replicate 3; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,days after 4oht induction;;6|imr90 passage;;15|source_name;;IMR90 ER:RAS|state;;senescent|transduction;;empty pGIPz vector,GEO Accession;;GSM2714463,GSM2714463,Vector + 4OHT Replicate 3,CS,Oncogene-induced CS,100 nM 4OHT for 6 days,6 days,empty pGIPz vector + HRASG12V,no,Fibroblast,Lung,no,Oncogene-induced CS,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR7523098,SRP153724,To investigate the decay constants (half-lives) of transcript isoforms generated by alternative polyadenylation in proliferating and quiescent cells,single,Illumina HiSeq 2500,Homo sapiens,SRP153724,To investigate the decay constants (half-lives) of transcript isoforms generated by alternative polyadenylation in proliferating and quiescent cells,single,Illumina HiSeq 2500,Homo sapiens,HDF 12-3,Primary,SRP153724,To investigate the decay constants (half-lives) of transcript isoforms generated by alternative polyadenylation in proliferating and quiescent cells,"Purpose: Alternative polyadenylation (APA) can result in the generation of transcripts that terminate at different locations within the gene, which can result in different 3'' UTRs.   3´ UTRs are known to contain RNA stabilizing and destabilizing motifs that provide a platform for binding of  RNA binding proteins. Changes in 3´ UTRs for the different APA-generated isoforms of a gene could allow for inclusion or exclusion of these RNA stability elements. The goal of this study is determine the stability (half-lives based on transcript decay) of APA isoforms in proliferating and quiescent cells. Methods: The proliferating and quiescent (7-day contact inhibited) cells were treated with actinomycin D to stop transcription and the cells were harvested at different time points (0. 2, 4, 8 hours) for RNA isolation and global sequencing of 3´ ends. The adaptors and polyA sequenced were trimmed from each read.  The reads were aligned to the human genome (hg19) using TopHat (v2.0.14). The aligned read files were used to determine the counts of APA isoforms of each gene using the code provided by Gruber et al. (PMID: 27382025). The counts of the APA isoforms were fit to an exponential decay model to obtain half-lives. The entire workflow was performed for two biological replicates: 12-1 and 12-3 strains of human dermal fibroblasts. Results:  In two different fibroblast strains (12-1 and 12-3), we found that isoforms terminating at distal polyadenylation sites were more stable than isoforms terminating at proximal polyadenylation sites in quiescent, but not proliferating, fibroblasts. Conclusions: The transition from shorter to longer isoforms in quiescent cells is associated with stabilization of the transcripts. Overall design: The proliferating and quiescent (7-day contact inhibited) cells were treated with actinomycin D to stop transcription and the cells were harvested at different time points (0. 2, 4, 8 hours) for RNA isolation and global sequencing of 3´ ends.",GSM3271545: 7dCI_0hr_12-3; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell growth conditions;;contact-inhibited for 7 days|cell strain;;12-3|cell type;;dermal fibroblasts|source_name;;human dermal fibroblasts|time;;0 hour|treatment;;untreated,GEO Accession;;GSM3271545,GSM3271545,7dCI_0hr_12-3,CQ,Contact_inhibited CQ,7 days,,,no,Fibroblast,Skin,no,CQ,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
