external_id,study,sra.study_title,sra.library_layout,sra.platform_model,recount_project.organism,cell_line,cell_line_assubmitted,sra,study_title,abstract,sample_title,platform,full_attributes,attributes,geo,label,cell_state,cell_substate,Induction_details,time_after_treatment,genetic_manipulations,immortalised,cell_type,tissue,cancer_cell_line,immortalisation_evidence
ERR1805191,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,paired,Illumina HiSeq 2500,Homo sapiens,HCA2/BJ (primary),Primary,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.,Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs,Illumina HiSeq 2500,"alias;;E-MTAB-5403:H1|broker name;;ArrayExpress|cell type;;Primary foreskin fibroblasts|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:05Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510130|SRA accession;;ERS1510130|title;;H1",Experimental Factor: Primary foreskin fibroblasts;;cell type|Experimental Factor: Quiescence;;irradiate,SAMEA54011668,E-MTAB-5403:H1,CQ,Serum_starved CQ,,,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
ERR1805196,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,paired,Illumina HiSeq 2500,Homo sapiens,HCA2/BJ (primary),Primary,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.,Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs,Illumina HiSeq 2500,"Alias;;E-MTAB-5403:H2|Broker name;;ArrayExpress|cell_type;;Primary foreskin fibroblasts|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510135|SRA accession;;ERS1510135|Title;;H2",Experimental Factor: Primary foreskin fibroblasts;;cell type|Experimental Factor: Quiescence;;irradiate,SAMEA54015418,E-MTAB-5403:H2,CQ,Serum_starved CQ,,,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
ERR1805206,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,paired,Illumina HiSeq 2500,Homo sapiens,HCA2/BJ (primary),Primary,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.,Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs,Illumina HiSeq 2500,"Alias;;E-MTAB-5403:H4|Broker name;;ArrayExpress|cell_type;;Primary foreskin fibroblasts|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510145|SRA accession;;ERS1510145|Title;;H4",Experimental Factor: Primary foreskin fibroblasts;;cell type|Experimental Factor: Quiescence;;irradiate,SAMEA54022918,E-MTAB-5403:H4,CQ,Serum_starved CQ,,,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
ERR1805207,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,paired,Illumina HiSeq 2500,Homo sapiens,HCA2/BJ (primary),Primary,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.,Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs,Illumina HiSeq 2500,"alias;;E-MTAB-5403:H5|broker name;;ArrayExpress|cell type;;Primary foreskin fibroblasts|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510146|SRA accession;;ERS1510146|title;;H5",Experimental Factor: Primary foreskin fibroblasts;;cell type|Experimental Factor: Quiescence;;irradiate,SAMEA54023668,E-MTAB-5403:H5,CQ,Serum_starved CQ,,,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
ERR1805208,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,paired,Illumina HiSeq 2500,Homo sapiens,HCA2/BJ (primary),Primary,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.,Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs,Illumina HiSeq 2500,"Alias;;E-MTAB-5403:H6|Broker name;;ArrayExpress|cell_type;;Primary foreskin fibroblasts|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510147|SRA accession;;ERS1510147|Title;;H6",Experimental Factor: Primary foreskin fibroblasts;;cell type|Experimental Factor: Quiescence;;irradiate,SAMEA54024418,E-MTAB-5403:H6,CQ,Serum_starved CQ,,,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
ERR1805209,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,paired,Illumina HiSeq 2500,Homo sapiens,HCA2/BJ (primary),Primary,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.,Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs,Illumina HiSeq 2500,"Alias;;E-MTAB-5403:H7|Broker name;;ArrayExpress|cell_type;;Primary foreskin fibroblasts|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510148|SRA accession;;ERS1510148|Title;;H7",Experimental Factor: Primary foreskin fibroblasts;;cell type|Experimental Factor: Proliferation;;irradiate,SAMEA54025168,E-MTAB-5403:H7,Proliferating,Proliferating,,,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
ERR1805210,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,paired,Illumina HiSeq 2500,Homo sapiens,HCA2/BJ (primary),Primary,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.,Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs,Illumina HiSeq 2500,"Alias;;E-MTAB-5403:H8|Broker name;;ArrayExpress|cell_type;;Primary foreskin fibroblasts|Description;;Protocols: Human foreskin fibroblasts HCA2 were obtained from O. Pereira-Smith (University of Texas Health Science Center, San Antonio); human foreskin fibroblasts BJ were purchased from ATCC (Cat: CRL-2522); MEFs were produced from 13.5 day embryos as previously described (Demaria 2010); mouse primary skin microvascular endothelial cells were purchased from Cellbiologics (Cat: C57-6064). All cells were cultured in 5% oxygen for at least 4 doublings prior to use. Fibroblasts were cultured in DMEM (Thermo Fisher Scientific) enriched with 10% fetal bovine serum (FBS, GE Healthcare Life Sciences) and 1% penicillin/streptomycin (Lonza). Endothelial cells were grown in an endothelial cell growth media (ATCC). Cells were prepared for RNA extraction via an RNAeasy mini kit (Invitrogen). Samples were treated with Qiasol lysis buffer and extracted for total RNA on a Qiacube robot per the manufacturer's instructions (Invitrogen). The extracted RNA was quantitated using a NanoDrop and RNA quality was measured via BioAnalyzer chip (Agilent). Purified RNA samples were then sent to the University of Minnesota BioMedical Genomics Center for Illumina HiSeq RNA sequencing, where RNA-Seq library preparation was carried out according to the manufactuers protocols (Illumina).|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510149|SRA accession;;ERS1510149|Title;;H8",Experimental Factor: Primary foreskin fibroblasts;;cell type|Experimental Factor: Proliferation;;irradiate,SAMEA54025918,E-MTAB-5403:H8,Proliferating,Proliferating,,,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
ERR1805211,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,paired,Illumina HiSeq 2500,Homo sapiens,HCA2/BJ (primary),Primary,ERP021140,Identification of heterogeneous senescence-associated transcriptional programs,We set out to characterize the transcriptional heterogeneity of the senescence program using a large number of whole-transcriptome sequencing datasets generated by us or publicly available.  We identify a number of senescence transcriptional signatures associated to specific stresses or cell types. We also merge all the studies to identify and validate the genes that are universally differentially regulated during senescence.,Illumina HiSeq 2500 paired end sequencing; Identification of heterogeneous senescence-associated transcriptional programs,Illumina HiSeq 2500,"alias;;E-MTAB-5403:H9|broker name;;ArrayExpress|cell type;;Primary foreskin fibroblasts|ENA checklist;;ERC000011|INSDC center name;;European Research Institute for the Biology of Ageing, University of Groningen, UMC Groningen, The Netherlands|INSDC first public;;2017-11-22T17:02:48Z|INSDC last update;;2017-01-24T12:47:06Z|INSDC status;;public|organism;;Homo sapiens|Sample Name;;ERS1510150|SRA accession;;ERS1510150|title;;H9",Experimental Factor: Primary foreskin fibroblasts;;cell type|Experimental Factor: Proliferation;;irradiate,SAMEA54026668,E-MTAB-5403:H9,Proliferating,Proliferating,,,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR7516120,SRP153205,Genome wide mapping of polyadenylation sites in proliferating and contact-inhibited cells and cells with knockdown of cleavage and polyadenylation factors,single,Illumina HiSeq 2500,Homo sapiens,HDF 12-1,Primary,SRP153205,Genome wide mapping of polyadenylation sites in proliferating and contact-inhibited cells and cells with knockdown of cleavage and polyadenylation factors,"Purpose: Quiescence is a state of reversible cell cycle exit. Levels of polyadenylation factors decreases when proliferating cells become quiescent.  The goals of this study are to determine the differential use of polyadenylation sites (changes in alternative polyadenylation) in quiescent vs. proliferating cells and also upon knockdown of polyadenylation factors. Methods: Two biological replicates of human dermal fibroblasts (12-1 and 12-3) were used for polyadeylation-site enriched RNA-seq on an Illumina HiSeq 2500 to compare quiescent vs. proliferating cells and polyadenylation factor knockdown vs. control cells. The reads were aligned to the human genome (hg19) uisng Tophat (2.0.14). The resulting bam files were used as an input to a python script provided by Gruber et al. (PMID: 27382025) to determine the counts for each polyadenylation site. Results: We observed a shift toward greater use of distal polyadenylation sites when the fibroblasts entered quiescence. We observed significant overlap between the genes that shift to greater distal site use with quiescence and CstF-64 or CPSF73 knockdown. Conclusions: The shift to greater distal site use with quiescence may reflect in part the reduced levels of cleavage and polyadenylation factors. Overall design: Perform polyadenylation site-enriched RNA-Seq on: (1) two biological replicates of proliferating and quiescent (contact-inhibited) cells, and (2) two biological replicates of control and polyadenylation factor (CstF64, CPSF73 or CFIm25) knockdown cells.",GSM3267560: P_12_1; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell growth conditions;;proliferating cells|cell type;;human dermal fibroblasts|source_name;;human dermal fibroblasts|strain;;12-1|tissue;;Foreskin|treatment;;no treatment,GEO Accession;;GSM3267560,GSM3267560,P_12_1,Proliferating,Proliferating,,,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR7516121,SRP153205,Genome wide mapping of polyadenylation sites in proliferating and contact-inhibited cells and cells with knockdown of cleavage and polyadenylation factors,single,Illumina HiSeq 2500,Homo sapiens,HDF 12-1,Primary,SRP153205,Genome wide mapping of polyadenylation sites in proliferating and contact-inhibited cells and cells with knockdown of cleavage and polyadenylation factors,"Purpose: Quiescence is a state of reversible cell cycle exit. Levels of polyadenylation factors decreases when proliferating cells become quiescent.  The goals of this study are to determine the differential use of polyadenylation sites (changes in alternative polyadenylation) in quiescent vs. proliferating cells and also upon knockdown of polyadenylation factors. Methods: Two biological replicates of human dermal fibroblasts (12-1 and 12-3) were used for polyadeylation-site enriched RNA-seq on an Illumina HiSeq 2500 to compare quiescent vs. proliferating cells and polyadenylation factor knockdown vs. control cells. The reads were aligned to the human genome (hg19) uisng Tophat (2.0.14). The resulting bam files were used as an input to a python script provided by Gruber et al. (PMID: 27382025) to determine the counts for each polyadenylation site. Results: We observed a shift toward greater use of distal polyadenylation sites when the fibroblasts entered quiescence. We observed significant overlap between the genes that shift to greater distal site use with quiescence and CstF-64 or CPSF73 knockdown. Conclusions: The shift to greater distal site use with quiescence may reflect in part the reduced levels of cleavage and polyadenylation factors. Overall design: Perform polyadenylation site-enriched RNA-Seq on: (1) two biological replicates of proliferating and quiescent (contact-inhibited) cells, and (2) two biological replicates of control and polyadenylation factor (CstF64, CPSF73 or CFIm25) knockdown cells.",GSM3267561: P_12_3; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell growth conditions;;proliferating cells|cell type;;human dermal fibroblasts|source_name;;human dermal fibroblasts|strain;;12-3|tissue;;Foreskin|treatment;;no treatment,GEO Accession;;GSM3267561,GSM3267561,P_12_3,Proliferating,Proliferating,,,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR7516122,SRP153205,Genome wide mapping of polyadenylation sites in proliferating and contact-inhibited cells and cells with knockdown of cleavage and polyadenylation factors,single,Illumina HiSeq 2500,Homo sapiens,HDF 12-1,Primary,SRP153205,Genome wide mapping of polyadenylation sites in proliferating and contact-inhibited cells and cells with knockdown of cleavage and polyadenylation factors,"Purpose: Quiescence is a state of reversible cell cycle exit. Levels of polyadenylation factors decreases when proliferating cells become quiescent.  The goals of this study are to determine the differential use of polyadenylation sites (changes in alternative polyadenylation) in quiescent vs. proliferating cells and also upon knockdown of polyadenylation factors. Methods: Two biological replicates of human dermal fibroblasts (12-1 and 12-3) were used for polyadeylation-site enriched RNA-seq on an Illumina HiSeq 2500 to compare quiescent vs. proliferating cells and polyadenylation factor knockdown vs. control cells. The reads were aligned to the human genome (hg19) uisng Tophat (2.0.14). The resulting bam files were used as an input to a python script provided by Gruber et al. (PMID: 27382025) to determine the counts for each polyadenylation site. Results: We observed a shift toward greater use of distal polyadenylation sites when the fibroblasts entered quiescence. We observed significant overlap between the genes that shift to greater distal site use with quiescence and CstF-64 or CPSF73 knockdown. Conclusions: The shift to greater distal site use with quiescence may reflect in part the reduced levels of cleavage and polyadenylation factors. Overall design: Perform polyadenylation site-enriched RNA-Seq on: (1) two biological replicates of proliferating and quiescent (contact-inhibited) cells, and (2) two biological replicates of control and polyadenylation factor (CstF64, CPSF73 or CFIm25) knockdown cells.",GSM3267562: Q_12_1; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell growth conditions;;quiescent cells (contact-inhibited for 7 days)|cell type;;human dermal fibroblasts|source_name;;human dermal fibroblasts|strain;;12-1|tissue;;Foreskin|treatment;;no treatment,GEO Accession;;GSM3267562,GSM3267562,Q_12_1,CQ,Contact_inhibited CQ,7 days,,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR7516123,SRP153205,Genome wide mapping of polyadenylation sites in proliferating and contact-inhibited cells and cells with knockdown of cleavage and polyadenylation factors,single,Illumina HiSeq 2500,Homo sapiens,HDF 12-1,Primary,SRP153205,Genome wide mapping of polyadenylation sites in proliferating and contact-inhibited cells and cells with knockdown of cleavage and polyadenylation factors,"Purpose: Quiescence is a state of reversible cell cycle exit. Levels of polyadenylation factors decreases when proliferating cells become quiescent.  The goals of this study are to determine the differential use of polyadenylation sites (changes in alternative polyadenylation) in quiescent vs. proliferating cells and also upon knockdown of polyadenylation factors. Methods: Two biological replicates of human dermal fibroblasts (12-1 and 12-3) were used for polyadeylation-site enriched RNA-seq on an Illumina HiSeq 2500 to compare quiescent vs. proliferating cells and polyadenylation factor knockdown vs. control cells. The reads were aligned to the human genome (hg19) uisng Tophat (2.0.14). The resulting bam files were used as an input to a python script provided by Gruber et al. (PMID: 27382025) to determine the counts for each polyadenylation site. Results: We observed a shift toward greater use of distal polyadenylation sites when the fibroblasts entered quiescence. We observed significant overlap between the genes that shift to greater distal site use with quiescence and CstF-64 or CPSF73 knockdown. Conclusions: The shift to greater distal site use with quiescence may reflect in part the reduced levels of cleavage and polyadenylation factors. Overall design: Perform polyadenylation site-enriched RNA-Seq on: (1) two biological replicates of proliferating and quiescent (contact-inhibited) cells, and (2) two biological replicates of control and polyadenylation factor (CstF64, CPSF73 or CFIm25) knockdown cells.",GSM3267563: Q_12_3; Homo sapiens; RNA-Seq,Illumina HiSeq 2500,cell growth conditions;;quiescent cells (contact-inhibited for 7 days)|cell type;;human dermal fibroblasts|source_name;;human dermal fibroblasts|strain;;12-3|tissue;;Foreskin|treatment;;no treatment,GEO Accession;;GSM3267563,GSM3267563,Q_12_3,CQ,Contact_inhibited CQ,7 days,,,no,Fibroblast,Foreskin,no,no hTERT/immortal/SV40/telomerase mention in GEO sample or series record
SRR627536,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.",paired,Illumina HiSeq 2000,Homo sapiens,BJ-hTERT,BJ hTERT,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.","We applied in parallel RNA-Seq and Ribosome-profiling analyses to immortalized human primary BJ fibroblast cells under the following conditions: normal proliferation, quiescence (induced by serum depletion), senescence (induced by activation of the oncogenic RASG12V gene, and examined at early (5 days; pre-senescent state) and late (14 days; fully senescent state) time points), and neoplastic transformation (induced by RASG12V in the background of stable p53 and p16INK4A knockdowns and SV40 small-T expression. Overall design: RNA-seq, using Illumina HiSeq 2000, was applied to BJ cells under 5 conditions: proliferation, quiescence, pre-senescence, full-senescence, and transfomed. Ribosome profiling, using Illumina HiSeq 2000, was applied to BJ cells under 5 conditions: proliferation, quiescence, pre-senescence, full-senescence, and transfomed.",GSM1041191: C1.rna; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,"cell line;;BJ cells|condition;;Proliferation, normal conditions|source_name;;Immortalized primary fibroblasts",GEO Accession;;GSM1041191,GSM1041191,C1.rna,Proliferating,Proliferating,,,,yes,Fibroblast,Foreskin,no,Sample_growth_protocol: 'Immortalized human BJ primary fibroblast cells (by hTERT expression)'
SRR627537,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.",paired,Illumina HiSeq 2000,Homo sapiens,BJ-hTERT,BJ hTERT,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.","We applied in parallel RNA-Seq and Ribosome-profiling analyses to immortalized human primary BJ fibroblast cells under the following conditions: normal proliferation, quiescence (induced by serum depletion), senescence (induced by activation of the oncogenic RASG12V gene, and examined at early (5 days; pre-senescent state) and late (14 days; fully senescent state) time points), and neoplastic transformation (induced by RASG12V in the background of stable p53 and p16INK4A knockdowns and SV40 small-T expression. Overall design: RNA-seq, using Illumina HiSeq 2000, was applied to BJ cells under 5 conditions: proliferation, quiescence, pre-senescence, full-senescence, and transfomed. Ribosome profiling, using Illumina HiSeq 2000, was applied to BJ cells under 5 conditions: proliferation, quiescence, pre-senescence, full-senescence, and transfomed.",GSM1041192: C2.rna; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,"cell line;;BJ cells|condition;;Proliferation, normal conditions|source_name;;Immortalized primary fibroblasts",GEO Accession;;GSM1041192,GSM1041192,C2.rna,Proliferating,Proliferating,,,,yes,Fibroblast,Foreskin,no,Sample_growth_protocol: 'Immortalized human BJ primary fibroblast cells (by hTERT expression)'
SRR627538,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.",paired,Illumina HiSeq 2000,Homo sapiens,BJ-hTERT,BJ hTERT,SRP017378,"Transcriptome-profiling (RNA-seq) and Ribosome-profiling (Ribo-seq) in proliferation, quiescence, senescence and transformed states.","We applied in parallel RNA-Seq and Ribosome-profiling analyses to immortalized human primary BJ fibroblast cells under the following conditions: normal proliferation, quiescence (induced by serum depletion), senescence (induced by activation of the oncogenic RASG12V gene, and examined at early (5 days; pre-senescent state) and late (14 days; fully senescent state) time points), and neoplastic transformation (induced by RASG12V in the background of stable p53 and p16INK4A knockdowns and SV40 small-T expression. Overall design: RNA-seq, using Illumina HiSeq 2000, was applied to BJ cells under 5 conditions: proliferation, quiescence, pre-senescence, full-senescence, and transfomed. Ribosome profiling, using Illumina HiSeq 2000, was applied to BJ cells under 5 conditions: proliferation, quiescence, pre-senescence, full-senescence, and transfomed.",GSM1041193: Q1.rna; Homo sapiens; RNA-Seq,Illumina HiSeq 2000,cell line;;BJ cells|condition;;Quiescence induced by serum depletion|source_name;;Immortalized primary fibroblasts,GEO Accession;;GSM1041193,GSM1041193,Q1.rna,CQ,Serum_starved CQ,serum-starved,,,yes,Fibroblast,Foreskin,no,Sample_growth_protocol: 'Immortalized human BJ primary fibroblast cells (by hTERT expression)'
